"gender","age","daily_meals","physical_activity","height_cm","weight_kg","bmr","carbs","actual_protein","fats","actual_calories","activity_factor","ideal_calories","ideal_protein","calorie_gap","protein_gap"
"male","23","3","4","170","74.0","1692.5","401.97","160.79","107.19","3215.76","1.9","3215.75","59.2","0.01","101.59"
"male","24","3","0","183","78.0","1808.75","271.31","108.52","72.35","2170.5","1.2","2170.5","62.4","0.0","46.12"
"female","19","3","0","163","85.0","1612.75","241.91","96.76","64.51","1935.3","1.2","1935.3","68.0","0.0","28.76"
"male","34","4","0","170","84.0","1737.5","260.62","104.25","69.5","2085.0","1.2","2085.0","67.2","0.0","37.05"
"male","25","3","0","168","75.0","1680.0","252.0","100.8","67.2","2016.0","1.2","2016.0","60.0","0.0","40.8"
"male","23","4","2","173","79.0","1761.25","341.24","136.5","91.0","2729.94","1.55","2729.94","63.2","0.0","73.3"
"female","21","2","1","165","82.0","1585.25","272.46","108.99","72.66","2179.72","1.38","2187.65","65.6","-7.93","43.39"
"male","23","3","0","168","71.0","1650.0","247.5","99.0","66.0","1980.0","1.2","1980.0","56.8","0.0","42.2"
"female","24","3","0","157","44.0","1140.25","171.04","68.42","45.61","1368.3","1.2","1368.3","35.2","0.0","33.22"
"female","50","2","1","165","46.0","1080.25","185.67","74.27","49.51","1485.34","1.38","1490.75","36.8","-5.41","37.47"
"male","21","3","0","180","78.0","1805.0","270.75","108.3","72.2","2166.0","1.2","2166.0","62.4","0.0","45.9"
"female","28","3","0","145","87.0","1475.25","221.29","88.52","59.01","1770.3","1.2","1770.3","69.6","0.0","18.92"
"male","18","3","1","170","108.0","2057.5","353.63","141.45","94.3","2829.06","1.38","2839.35","86.4","-10.29","55.05"
"male","23","3","0","178","110.0","2102.5","315.38","126.15","84.1","2523.0","1.2","2523.0","88.0","0.0","38.15"
"male","22","3","0","165","48.0","1406.25","210.94","84.38","56.25","1687.5","1.2","1687.5","38.4","0.0","45.98"
"female","18","3","0","165","90.0","1680.25","252.04","100.82","67.21","2016.3","1.2","2016.3","72.0","0.0","28.82"
"male","22","3","1","163","58.0","1493.75","256.74","102.7","68.46","2053.91","1.38","2061.38","46.4","-7.47","56.3"
"male","24","3","0","178","90.0","1897.5","284.62","113.85","75.9","2277.0","1.2","2277.0","72.0","0.0","41.85"
"male","22","2","0","163","48.0","1393.75","209.06","83.62","55.75","1672.5","1.2","1672.5","38.4","0.0","45.22"
"female","21","3","0","168","85.0","1634.0","245.1","98.04","65.36","1960.8","1.2","1960.8","68.0","0.0","30.04"
"female","21","2","0","163","57.0","1322.75","198.41","79.36","52.91","1587.3","1.2","1587.3","45.6","0.0","33.76"
"male","20","2","0","165","60.0","1536.25","230.44","92.18","61.45","1843.5","1.2","1843.5","48.0","0.0","44.18"
"female","24","4","0","157","87.0","1570.25","235.54","94.22","62.81","1884.3","1.2","1884.3","69.6","0.0","24.62"
"female","37","3","0","157","44.0","1075.25","161.29","64.52","43.01","1290.3","1.2","1290.3","35.2","0.0","29.32"
"male","22","4","0","157","75.0","1626.25","243.94","97.58","65.05","1951.5","1.2","1951.5","60.0","0.0","37.58"
"male","34","4","1","150","85.0","1622.5","278.87","111.55","74.36","2230.94","1.38","2239.05","68.0","-8.11","43.55"
"female","21","3","0","165","47.0","1235.25","185.29","74.11","49.41","1482.3","1.2","1482.3","37.6","0.0","36.51"
"male","27","2","1","163","84.0","1728.75","297.13","118.85","79.23","2377.03","1.38","2385.67","67.2","-8.64","51.65"
"female","19","3","0","157","85.0","1575.25","236.29","94.52","63.01","1890.3","1.2","1890.3","68.0","0.0","26.52"
"female","26","3","0","157","100.0","1690.25","253.54","101.42","67.61","2028.3","1.2","2028.3","80.0","0.0","21.42"
"male","21","2","1","163","69.0","1608.75","276.5","110.6","73.73","2212.03","1.38","2220.08","55.2","-8.05","55.4"
"male","31","3","0","157","89.0","1721.25","258.19","103.28","68.85","2065.5","1.2","2065.5","71.2","0.0","32.08"
"female","34","3","0","152","77.0","1389.0","208.35","83.34","55.56","1666.8","1.2","1666.8","61.6","0.0","21.74"
"male","20","2","0","160","46.0","1365.0","204.75","81.9","54.6","1638.0","1.2","1638.0","36.8","0.0","45.1"
"male","21","3","0","165","95.0","1881.25","282.19","112.88","75.25","2257.5","1.2","2257.5","76.0","0.0","36.88"
"male","35","2","0","152","57.0","1350.0","202.5","81.0","54.0","1620.0","1.2","1620.0","45.6","0.0","35.4"
"female","16","3","0","165","93.0","1720.25","258.04","103.22","68.81","2064.3","1.2","2064.3","74.4","0.0","28.82"
"male","18","2","0","165","77.0","1716.25","257.44","102.98","68.65","2059.5","1.2","2059.5","61.6","0.0","41.38"
"male","23","3","3","180","77.0","1785.0","384.89","153.96","102.64","3079.12","1.73","3088.05","61.6","-8.93","92.36"
"male","22","3","0","168","92.0","1865.0","279.75","111.9","74.6","2238.0","1.2","2238.0","73.6","0.0","38.3"
"male","45","2","0","170","96.0","1802.5","270.38","108.15","72.1","2163.0","1.2","2163.0","76.8","0.0","31.35"
"male","18","2","0","163","72.0","1653.75","248.06","99.22","66.15","1984.5","1.2","1984.5","57.6","0.0","41.62"
"female","18","2","1","163","60.0","1367.75","235.08","94.03","62.69","1880.66","1.38","1887.5","48.0","-6.84","46.03"
"male","22","2","1","173","78.0","1756.25","301.86","120.74","80.5","2414.84","1.38","2423.63","62.4","-8.79","58.34"
"female","28","2","0","152","67.0","1319.0","197.85","79.14","52.76","1582.8","1.2","1582.8","53.6","0.0","25.54"
"female","22","2","0","155","66.0","1357.75","203.66","81.46","54.31","1629.3","1.2","1629.3","52.8","0.0","28.66"
"female","21","3","0","168","88.0","1664.0","249.6","99.84","66.56","1996.8","1.2","1996.8","70.4","0.0","29.44"
"female","21","3","0","157","45.0","1165.25","174.79","69.92","46.61","1398.3","1.2","1398.3","36.0","0.0","33.92"
"male","30","3","0","163","80.0","1673.75","251.06","100.42","66.95","2008.5","1.2","2008.5","64.0","0.0","36.42"
"female","22","2","0","160","80.0","1529.0","229.35","91.74","61.16","1834.8","1.2","1834.8","64.0","0.0","27.74"
"male","20","2","0","157","62.0","1506.25","225.94","90.38","60.25","1807.5","1.2","1807.5","49.6","0.0","40.78"
"female","23","3","0","152","70.0","1374.0","206.1","82.44","54.96","1648.8","1.2","1648.8","56.0","0.0","26.44"
"male","75","3","1","180","72.0","1475.0","253.52","101.41","67.6","2028.12","1.38","2035.5","57.6","-7.38","43.81"
"female","22","4","0","145","99.0","1625.25","243.79","97.52","65.01","1950.3","1.2","1950.3","79.2","0.0","18.32"
"female","22","2","0","157","55.0","1260.25","189.04","75.61","50.41","1512.3","1.2","1512.3","44.0","0.0","31.61"
"female","30","3","0","165","99.0","1710.25","256.54","102.62","68.41","2052.3","1.2","2052.3","79.2","0.0","23.42"
"female","26","2","1","145","54.0","1155.25","198.56","79.42","52.95","1588.47","1.38","1594.25","43.2","-5.78","36.22"
"female","20","2","4","155","48.0","1187.75","282.09","112.84","75.22","2256.72","1.9","2256.73","38.4","-0.01","74.44"
"female","22","2","0","152","79.0","1469.0","220.35","88.14","58.76","1762.8","1.2","1762.8","63.2","0.0","24.94"
"female","28","3","0","163","93.0","1647.75","247.16","98.86","65.91","1977.3","1.2","1977.3","74.4","0.0","24.46"
"male","21","2","1","178","75.0","1762.5","302.93","121.17","80.78","2423.44","1.38","2432.25","60.0","-8.81","61.17"
"female","20","3","0","150","52.0","1196.5","179.48","71.79","47.86","1435.8","1.2","1435.8","41.6","0.0","30.19"
"female","40","3","0","142","100.0","1526.5","228.98","91.59","61.06","1831.8","1.2","1831.8","80.0","0.0","11.59"
"female","24","2","0","140","53.0","1124.0","168.6","67.44","44.96","1348.8","1.2","1348.8","42.4","0.0","25.04"
"male","40","3","0","170","53.0","1397.5","209.62","83.85","55.9","1677.0","1.2","1677.0","42.4","0.0","41.45"
"male","23","3","0","178","87.0","1872.5","280.88","112.35","74.9","2247.0","1.2","2247.0","69.6","0.0","42.75"
"female","49","3","0","155","107.0","1632.75","244.91","97.96","65.31","1959.3","1.2","1959.3","85.6","0.0","12.36"
"male","19","2","0","175","76.0","1763.75","264.56","105.82","70.55","2116.5","1.2","2116.5","60.8","0.0","45.02"
"female","24","3","0","163","65.0","1387.75","208.16","83.26","55.51","1665.3","1.2","1665.3","52.0","0.0","31.26"
"female","22","4","0","157","46.0","1170.25","175.54","70.22","46.81","1404.3","1.2","1404.3","36.8","0.0","33.42"
"male","30","3","0","170","52.0","1437.5","215.62","86.25","57.5","1725.0","1.2","1725.0","41.6","0.0","44.65"
"male","28","2","0","155","84.0","1673.75","251.06","100.42","66.95","2008.5","1.2","2008.5","67.2","0.0","33.22"
"female","16","2","1","165","60.0","1390.25","238.95","95.58","63.72","1911.6","1.38","1918.54","48.0","-6.94","47.58"
"male","29","3","0","170","50.0","1422.5","213.38","85.35","56.9","1707.0","1.2","1707.0","40.0","0.0","45.35"
"male","30","4","0","168","107.0","1975.0","296.25","118.5","79.0","2370.0","1.2","2370.0","85.6","0.0","32.9"
"female","37","3","0","155","99.0","1612.75","241.91","96.76","64.51","1935.3","1.2","1935.3","79.2","0.0","17.56"
"female","22","2","0","157","67.0","1380.25","207.04","82.82","55.21","1656.3","1.2","1656.3","53.6","0.0","29.22"
"male","25","3","2","170","72.0","1662.5","322.11","128.84","85.9","2576.88","1.55","2576.88","57.6","0.0","71.24"
"male","24","3","0","168","117.0","2105.0","315.75","126.3","84.2","2526.0","1.2","2526.0","93.6","0.0","32.7"
"female","23","3","3","168","55.0","1324.0","285.49","114.2","76.13","2283.9","1.73","2290.52","44.0","-6.62","70.2"
"female","23","2","0","163","75.0","1492.75","223.91","89.56","59.71","1791.3","1.2","1791.3","60.0","0.0","29.56"
"male","19","2","1","168","71.0","1670.0","287.03","114.81","76.54","2296.25","1.38","2304.6","56.8","-8.35","58.01"
"male","22","2","0","160","67.0","1565.0","234.75","93.9","62.6","1878.0","1.2","1878.0","53.6","0.0","40.3"
"male","24","3","0","160","44.0","1325.0","198.75","79.5","53.0","1590.0","1.2","1590.0","35.2","0.0","44.3"
"male","21","2","0","165","51.0","1441.25","216.19","86.48","57.65","1729.5","1.2","1729.5","40.8","0.0","45.68"
"male","24","3","0","165","114.0","2056.25","308.44","123.38","82.25","2467.5","1.2","2467.5","91.2","0.0","32.18"
"female","41","3","0","157","105.0","1665.25","249.79","99.92","66.61","1998.3","1.2","1998.3","84.0","0.0","15.92"
"female","35","3","0","142","77.0","1321.5","198.22","79.29","52.86","1585.8","1.2","1585.8","61.6","0.0","17.69"
"male","25","3","0","168","113.0","2060.0","309.0","123.6","82.4","2472.0","1.2","2472.0","90.4","0.0","33.2"
"male","28","3","0","168","48.0","1395.0","209.25","83.7","55.8","1674.0","1.2","1674.0","38.4","0.0","45.3"
"female","28","2","1","163","49.0","1207.75","207.58","83.03","55.36","1660.66","1.38","1666.7","39.2","-6.04","43.83"
"female","21","2","2","155","42.0","1122.75","217.53","87.01","58.01","1740.26","1.55","1740.26","33.6","0.0","53.41"
"female","23","3","3","142","55.0","1161.5","250.45","100.18","66.79","2003.58","1.73","2009.4","44.0","-5.82","56.18"
"male","21","3","0","180","78.0","1805.0","270.75","108.3","72.2","2166.0","1.2","2166.0","62.4","0.0","45.9"
"female","51","2","0","152","80.0","1334.0","200.1","80.04","53.36","1600.8","1.2","1600.8","64.0","0.0","16.04"
"male","29","3","0","152","84.0","1650.0","247.5","99.0","66.0","1980.0","1.2","1980.0","67.2","0.0","31.8"
"male","50","2","1","160","68.0","1435.0","246.64","98.66","65.77","1973.13","1.38","1980.3","54.4","-7.17","44.26"
"female","25","2","0","160","54.0","1254.0","188.1","75.24","50.16","1504.8","1.2","1504.8","43.2","0.0","32.04"
"female","23","3","0","157","89.0","1595.25","239.29","95.72","63.81","1914.3","1.2","1914.3","71.2","0.0","24.52"
"female","28","3","0","140","72.0","1294.0","194.1","77.64","51.76","1552.8","1.2","1552.8","57.6","0.0","20.04"
"female","24","3","0","170","59.0","1371.5","205.72","82.29","54.86","1645.8","1.2","1645.8","47.2","0.0","35.09"
"female","21","2","2","165","56.0","1325.25","256.77","102.71","68.47","2054.14","1.55","2054.14","44.8","0.0","57.91"
"female","22","4","0","142","86.0","1476.5","221.48","88.59","59.06","1771.8","1.2","1771.8","68.8","0.0","19.79"
"female","22","4","0","152","95.0","1629.0","244.35","97.74","65.16","1954.8","1.2","1954.8","76.0","0.0","21.74"
"male","30","3","0","170","52.0","1437.5","215.62","86.25","57.5","1725.0","1.2","1725.0","41.6","0.0","44.65"
"female","25","3","0","152","66.0","1324.0","198.6","79.44","52.96","1588.8","1.2","1588.8","52.8","0.0","26.64"
"male","24","2","0","175","66.0","1638.75","245.81","98.32","65.55","1966.5","1.2","1966.5","52.8","0.0","45.52"
"male","18","4","0","173","74.0","1736.25","260.44","104.18","69.45","2083.5","1.2","2083.5","59.2","0.0","44.98"
"female","45","3","0","145","58.0","1100.25","165.04","66.02","44.01","1320.3","1.2","1320.3","46.4","0.0","19.62"
"male","22","2","1","165","62.0","1546.25","265.76","106.3","70.87","2126.1","1.38","2133.83","49.6","-7.73","56.7"
"male","22","3","0","163","60.0","1513.75","227.06","90.82","60.55","1816.5","1.2","1816.5","48.0","0.0","42.82"
"male","21","3","4","180","78.0","1805.0","428.69","171.48","114.32","3429.5","1.9","3429.5","62.4","0.0","109.08"
"male","29","4","0","168","101.0","1920.0","288.0","115.2","76.8","2304.0","1.2","2304.0","80.8","0.0","34.4"
"female","23","3","0","157","61.0","1315.25","197.29","78.92","52.61","1578.3","1.2","1578.3","48.8","0.0","30.12"
"female","44","4","0","137","72.0","1195.25","179.29","71.72","47.81","1434.3","1.2","1434.3","57.6","0.0","14.12"
"male","23","3","0","168","82.0","1760.0","264.0","105.6","70.4","2112.0","1.2","2112.0","65.6","0.0","40.0"
"female","23","3","0","160","43.0","1154.0","173.1","69.24","46.16","1384.8","1.2","1384.8","34.4","0.0","34.84"
"male","53","3","0","170","50.0","1302.5","195.38","78.15","52.1","1563.0","1.2","1563.0","40.0","0.0","38.15"
"male","20","3","0","165","41.0","1346.25","201.94","80.78","53.85","1615.5","1.2","1615.5","32.8","0.0","47.98"
"male","23","3","0","168","61.0","1550.0","232.5","93.0","62.0","1860.0","1.2","1860.0","48.8","0.0","44.2"
"male","22","3","0","180","105.0","2070.0","310.5","124.2","82.8","2484.0","1.2","2484.0","84.0","0.0","40.2"
"male","21","3","0","168","65.0","1600.0","240.0","96.0","64.0","1920.0","1.2","1920.0","52.0","0.0","44.0"
"male","24","3","0","168","93.0","1865.0","279.75","111.9","74.6","2238.0","1.2","2238.0","74.4","0.0","37.5"
"male","35","4","0","152","85.0","1630.0","244.5","97.8","65.2","1956.0","1.2","1956.0","68.0","0.0","29.8"
"male","21","2","0","163","67.0","1588.75","238.31","95.32","63.55","1906.5","1.2","1906.5","53.6","0.0","41.72"
"male","26","2","0","175","63.0","1598.75","239.81","95.92","63.95","1918.5","1.2","1918.5","50.4","0.0","45.52"
"female","44","3","1","163","45.0","1087.75","186.96","74.78","49.86","1495.66","1.38","1501.09","36.0","-5.43","38.78"
"female","47","2","0","163","68.0","1302.75","195.41","78.17","52.11","1563.3","1.2","1563.3","54.4","0.0","23.77"
"female","22","2","1","168","51.0","1289.0","221.55","88.62","59.08","1772.38","1.38","1778.82","40.8","-6.44","47.82"
"male","22","2","0","180","78.0","1800.0","270.0","108.0","72.0","2160.0","1.2","2160.0","62.4","0.0","45.6"
"female","36","3","0","155","40.0","1027.75","154.16","61.66","41.11","1233.3","1.2","1233.3","32.0","0.0","29.66"
"male","22","4","3","165","70.0","1626.25","350.66","140.26","93.51","2805.28","1.73","2813.41","56.0","-8.13","84.26"
"male","26","3","0","168","61.0","1535.0","230.25","92.1","61.4","1842.0","1.2","1842.0","48.8","0.0","43.3"
"male","15","3","4","160","49.0","1420.0","337.25","134.9","89.93","2698.0","1.9","2698.0","39.2","0.0","95.7"
"male","21","2","0","173","80.0","1781.25","267.19","106.88","71.25","2137.5","1.2","2137.5","64.0","0.0","42.88"
"female","54","2","0","145","72.0","1195.25","179.29","71.72","47.81","1434.3","1.2","1434.3","57.6","0.0","14.12"
"male","23","3","3","170","75.0","1702.5","367.1","146.84","97.89","2936.82","1.73","2945.33","60.0","-8.51","86.84"
"male","23","3","1","165","69.0","1611.25","276.93","110.77","73.85","2215.47","1.38","2223.52","55.2","-8.05","55.57"
"female","59","3","4","157","53.0","1055.25","250.62","100.25","66.83","2004.97","1.9","2004.98","42.4","-0.01","57.85"
"male","23","2","0","168","72.0","1660.0","249.0","99.6","66.4","1992.0","1.2","1992.0","57.6","0.0","42.0"
"female","23","4","0","163","42.0","1162.75","174.41","69.76","46.51","1395.3","1.2","1395.3","33.6","0.0","36.16"
"male","31","3","0","157","88.0","1711.25","256.69","102.68","68.45","2053.5","1.2","2053.5","70.4","0.0","32.28"
"male","22","4","0","183","105.0","2088.75","313.31","125.32","83.55","2506.5","1.2","2506.5","84.0","0.0","41.32"
"male","30","3","0","173","54.0","1476.25","221.44","88.58","59.05","1771.5","1.2","1771.5","43.2","0.0","45.38"
"female","22","2","0","173","78.0","1590.25","238.54","95.42","63.61","1908.3","1.2","1908.3","62.4","0.0","33.02"
"female","23","2","0","157","56.0","1265.25","189.79","75.92","50.61","1518.3","1.2","1518.3","44.8","0.0","31.12"
"male","23","2","4","175","82.0","1803.75","428.39","171.36","114.24","3427.13","1.9","3427.13","65.6","0.0","105.76"
"male","26","4","0","157","90.0","1756.25","263.44","105.38","70.25","2107.5","1.2","2107.5","72.0","0.0","33.38"
"male","24","4","3","170","95.0","1897.5","409.15","163.66","109.11","3273.18","1.73","3282.68","76.0","-9.5","87.66"
"female","28","4","0","175","101.0","1802.75","270.41","108.16","72.11","2163.3","1.2","2163.3","80.8","0.0","27.36"
"female","30","3","0","168","79.0","1529.0","229.35","91.74","61.16","1834.8","1.2","1834.8","63.2","0.0","28.54"
"male","22","3","0","173","118.0","2156.25","323.44","129.38","86.25","2587.5","1.2","2587.5","94.4","0.0","34.98"
"male","28","3","0","163","99.0","1873.75","281.06","112.42","74.95","2248.5","1.2","2248.5","79.2","0.0","33.22"
"female","27","4","0","170","68.0","1446.5","216.98","86.79","57.86","1735.8","1.2","1735.8","54.4","0.0","32.39"
"male","20","4","0","152","85.0","1705.0","255.75","102.3","68.2","2046.0","1.2","2046.0","68.0","0.0","34.3"
"male","31","4","0","152","89.0","1690.0","253.5","101.4","67.6","2028.0","1.2","2028.0","71.2","0.0","30.2"
"male","21","2","1","157","69.0","1571.25","270.06","108.02","72.02","2160.47","1.38","2168.33","55.2","-7.86","52.82"
"female","44","3","0","163","48.0","1117.75","167.66","67.06","44.71","1341.3","1.2","1341.3","38.4","0.0","28.66"
"male","23","2","1","173","63.0","1601.25","275.21","110.09","73.39","2201.72","1.38","2209.73","50.4","-8.01","59.69"
"female","24","3","0","157","77.0","1470.25","220.54","88.22","58.81","1764.3","1.2","1764.3","61.6","0.0","26.62"
"male","30","2","0","173","35.0","1286.25","192.94","77.18","51.45","1543.5","1.2","1543.5","28.0","0.0","49.18"
"female","21","3","0","152","89.0","1574.0","236.1","94.44","62.96","1888.8","1.2","1888.8","71.2","0.0","23.24"
"male","22","3","3","168","60.0","1545.0","333.14","133.26","88.84","2665.13","1.73","2672.85","48.0","-7.72","85.26"
"female","30","3","0","140","99.0","1554.0","233.1","93.24","62.16","1864.8","1.2","1864.8","79.2","0.0","14.04"
"male","25","3","0","170","52.0","1462.5","219.38","87.75","58.5","1755.0","1.2","1755.0","41.6","0.0","46.15"
"male","50","3","0","168","51.0","1315.0","197.25","78.9","52.6","1578.0","1.2","1578.0","40.8","0.0","38.1"
"female","38","3","0","160","40.0","1049.0","157.35","62.94","41.96","1258.8","1.2","1258.8","32.0","0.0","30.94"
"female","27","3","0","157","78.0","1465.25","219.79","87.92","58.61","1758.3","1.2","1758.3","62.4","0.0","25.52"
"female","23","3","0","137","73.0","1310.25","196.54","78.61","52.41","1572.3","1.2","1572.3","58.4","0.0","20.21"
"male","21","3","0","170","123.0","2192.5","328.88","131.55","87.7","2631.0","1.2","2631.0","98.4","0.0","33.15"
"female","23","3","0","157","90.0","1605.25","240.79","96.32","64.21","1926.3","1.2","1926.3","72.0","0.0","24.32"
"male","25","3","1","173","100.0","1961.25","337.09","134.84","89.89","2696.72","1.38","2706.52","80.0","-9.8","54.84"
"male","25","3","0","163","110.0","1998.75","299.81","119.92","79.95","2398.5","1.2","2398.5","88.0","0.0","31.92"
"male","22","2","2","170","65.0","1607.5","311.45","124.58","83.05","2491.62","1.55","2491.63","52.0","-0.01","72.58"
"female","23","4","0","157","97.0","1675.25","251.29","100.52","67.01","2010.3","1.2","2010.3","77.6","0.0","22.92"
"male","20","3","0","157","40.0","1286.25","192.94","77.18","51.45","1543.5","1.2","1543.5","32.0","0.0","45.18"
"female","21","2","0","152","52.0","1204.0","180.6","72.24","48.16","1444.8","1.2","1444.8","41.6","0.0","30.64"
"male","22","2","0","145","58.0","1381.25","207.19","82.88","55.25","1657.5","1.2","1657.5","46.4","0.0","36.48"
"male","22","3","0","160","114.0","2035.0","305.25","122.1","81.4","2442.0","1.2","2442.0","91.2","0.0","30.9"
"female","27","3","0","152","97.0","1624.0","243.6","97.44","64.96","1948.8","1.2","1948.8","77.6","0.0","19.84"
"female","21","2","1","155","65.0","1352.75","232.5","93.0","62.0","1860.03","1.38","1866.79","52.0","-6.76","41.0"
"male","32","3","0","155","93.0","1743.75","261.56","104.62","69.75","2092.5","1.2","2092.5","74.4","0.0","30.22"
"female","21","3","0","157","43.0","1145.25","171.79","68.72","45.81","1374.3","1.2","1374.3","34.4","0.0","34.32"
"male","23","3","0","165","47.0","1391.25","208.69","83.48","55.65","1669.5","1.2","1669.5","37.6","0.0","45.88"
"female","22","2","1","150","58.0","1246.5","214.24","85.7","57.13","1713.94","1.38","1720.17","46.4","-6.23","39.3"
"male","29","2","1","173","93.0","1871.25","321.62","128.65","85.77","2572.97","1.38","2582.33","74.4","-9.36","54.25"
"female","61","3","0","152","61.0","1094.0","164.1","65.64","43.76","1312.8","1.2","1312.8","48.8","0.0","16.84"
"male","22","3","1","165","105.0","1976.25","339.67","135.87","90.58","2717.34","1.38","2727.23","84.0","-9.89","51.87"
"male","22","2","0","168","60.0","1545.0","231.75","92.7","61.8","1854.0","1.2","1854.0","48.0","0.0","44.7"
"female","23","3","0","142","84.0","1451.5","217.72","87.09","58.06","1741.8","1.2","1741.8","67.2","0.0","19.89"
"male","23","3","2","178","79.0","1792.5","347.3","138.92","92.61","2778.37","1.55","2778.38","63.2","-0.01","75.72"
"male","22","4","1","168","62.0","1565.0","268.98","107.59","71.73","2151.87","1.38","2159.7","49.6","-7.83","57.99"
"female","22","2","2","157","68.0","1390.25","269.36","107.74","71.83","2154.89","1.55","2154.89","54.4","0.0","53.34"
"male","23","3","0","180","63.0","1645.0","246.75","98.7","65.8","1974.0","1.2","1974.0","50.4","0.0","48.3"
"male","49","3","0","157","89.0","1631.25","244.69","97.88","65.25","1957.5","1.2","1957.5","71.2","0.0","26.68"
"female","27","3","0","157","45.0","1135.25","170.29","68.11","45.41","1362.3","1.2","1362.3","36.0","0.0","32.11"
"female","23","2","2","160","74.0","1464.0","283.65","113.46","75.64","2269.2","1.55","2269.2","59.2","0.0","54.26"
"male","22","3","0","165","43.0","1356.25","203.44","81.38","54.25","1627.5","1.2","1627.5","34.4","0.0","46.98"
"male","29","4","0","175","108.0","2033.75","305.06","122.02","81.35","2440.5","1.2","2440.5","86.4","0.0","35.62"
"male","31","3","0","163","106.0","1928.75","289.31","115.72","77.15","2314.5","1.2","2314.5","84.8","0.0","30.92"
"female","22","2","0","157","80.0","1510.25","226.54","90.62","60.41","1812.3","1.2","1812.3","64.0","0.0","26.62"
"female","50","3","0","142","70.0","1176.5","176.48","70.59","47.06","1411.8","1.2","1411.8","56.0","0.0","14.59"
"female","50","3","0","165","50.0","1120.25","168.04","67.22","44.81","1344.3","1.2","1344.3","40.0","0.0","27.22"
"female","24","4","2","168","60.0","1369.0","265.24","106.1","70.73","2121.96","1.55","2121.95","48.0","0.01","58.1"
"female","20","2","2","165","63.0","1400.25","271.3","108.52","72.35","2170.38","1.55","2170.39","50.4","-0.01","58.12"
"male","24","3","0","165","120.0","2116.25","317.44","126.98","84.65","2539.5","1.2","2539.5","96.0","0.0","30.98"
"female","22","2","0","130","39.0","931.5","139.72","55.89","37.26","1117.8","1.2","1117.8","31.2","0.0","24.69"
"male","40","4","0","183","110.0","2048.75","307.31","122.92","81.95","2458.5","1.2","2458.5","88.0","0.0","34.92"
"male","23","3","1","168","82.0","1760.0","302.5","121.0","80.67","2420.0","1.38","2428.8","65.6","-8.8","55.4"
"male","27","3","0","165","49.0","1391.25","208.69","83.48","55.65","1669.5","1.2","1669.5","39.2","0.0","44.28"
"male","35","3","0","155","88.0","1678.75","251.81","100.72","67.15","2014.5","1.2","2014.5","70.4","0.0","30.32"
"male","27","4","0","160","102.0","1890.0","283.5","113.4","75.6","2268.0","1.2","2268.0","81.6","0.0","31.8"
"male","22","3","0","170","102.0","1977.5","296.62","118.65","79.1","2373.0","1.2","2373.0","81.6","0.0","37.05"
"male","25","2","4","173","78.0","1741.25","413.55","165.42","110.28","3308.38","1.9","3308.38","62.4","0.0","103.02"
"female","47","3","0","142","110.0","1591.5","238.72","95.49","63.66","1909.8","1.2","1909.8","88.0","0.0","7.49"
"female","26","4","2","178","71.0","1531.5","296.73","118.69","79.13","2373.83","1.55","2373.83","56.8","0.0","61.89"
"female","24","3","0","145","86.0","1485.25","222.79","89.12","59.41","1782.3","1.2","1782.3","68.8","0.0","20.32"
"male","23","3","1","173","63.0","1601.25","275.21","110.09","73.39","2201.72","1.38","2209.73","50.4","-8.01","59.69"
"female","28","3","0","157","45.0","1130.25","169.54","67.82","45.21","1356.3","1.2","1356.3","36.0","0.0","31.82"
"female","22","2","0","160","71.0","1439.0","215.85","86.34","57.56","1726.8","1.2","1726.8","56.8","0.0","29.54"
"female","29","4","0","140","72.0","1289.0","193.35","77.34","51.56","1546.8","1.2","1546.8","57.6","0.0","19.74"
"male","28","3","0","157","76.0","1606.25","240.94","96.38","64.25","1927.5","1.2","1927.5","60.8","0.0","35.58"
"female","40","3","0","155","99.0","1597.75","239.66","95.86","63.91","1917.3","1.2","1917.3","79.2","0.0","16.66"
"female","22","3","0","157","87.0","1580.25","237.04","94.82","63.21","1896.3","1.2","1896.3","69.6","0.0","25.22"
"female","20","2","0","163","44.0","1197.75","179.66","71.86","47.91","1437.3","1.2","1437.3","35.2","0.0","36.66"
"male","20","2","1","165","69.0","1626.25","279.51","111.8","74.54","2236.09","1.38","2244.23","55.2","-8.14","56.6"
"male","22","3","2","180","62.0","1640.0","317.75","127.1","84.73","2542.0","1.55","2542.0","49.6","0.0","77.5"
"male","22","4","4","173","70.0","1676.25","398.11","159.24","106.16","3184.87","1.9","3184.88","56.0","-0.01","103.24"
"male","21","3","0","160","45.0","1350.0","202.5","81.0","54.0","1620.0","1.2","1620.0","36.0","0.0","45.0"
"female","47","3","0","145","104.0","1550.25","232.54","93.02","62.01","1860.3","1.2","1860.3","83.2","0.0","9.82"
"male","27","2","1","165","82.0","1721.25","295.84","118.34","78.89","2366.72","1.38","2375.33","65.6","-8.61","52.74"
"male","24","4","2","175","82.0","1798.75","348.51","139.4","92.94","2788.06","1.55","2788.06","65.6","0.0","73.8"
"male","27","3","0","173","111.0","2061.25","309.19","123.68","82.45","2473.5","1.2","2473.5","88.8","0.0","34.88"
"female","18","3","1","170","110.0","1911.5","328.54","131.42","87.61","2628.31","1.38","2637.87","88.0","-9.56","43.42"
"female","31","3","0","160","46.0","1144.0","171.6","68.64","45.76","1372.8","1.2","1372.8","36.8","0.0","31.84"
